player_id,country,age_group,is_ps5,account_age_months,tier,tenure_months,tier_ordinal,is_paid_subscriber,is_auto_renew,billing_cycle_ordinal,total_sessions,total_play_minutes,avg_session_duration,unique_games_played,days_since_last_session,sessions_30d,play_minutes_30d,sessions_90d,play_minutes_90d,sessions_180d,play_minutes_180d,session_trend_slope,total_spend,spend_dlc_free,spend_dlc_paid,spend_full_game,spend_mtx,n_transactions,avg_transaction_value,days_since_last_purchase,spend_last_90d,total_trophies,n_platinum,n_gold,unique_games_trophied,days_since_last_trophy,trophies_last_90d,n_dlc_free,n_dlc_paid,claimed_valhalla,engagement_recency_ratio,spend_per_session,trophy_per_session,first_party_ratio,target_churn,target_bought_paid_dlc
PSN-02182,FR,45+,0,25.5,Essential,18.7,1,True,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
PSN-02183,UK,25-34,1,13.6,Extra,12.3,2,True,1,3,204.0,16279.0,79.79901960784314,6.0,0.0,18.0,1610.0,47.0,4009.0,83.0,6328.0,1.286,99.95,0.0,19.98,79.97,0.0,6.0,16.658333333333335,63.0,0.0,52.0,1.0,5.0,6.0,1.0,11.0,1.0,2.0,0.0,0.0882,0.49,0.2549,0.8382,0.0,1
PSN-02184,US,25-34,0,81.7,Essential,81.3,1,True,0,3,65.0,2754.0,42.36923076923077,3.0,14.0,3.0,157.0,9.0,471.0,16.0,722.0,0.229,25.0,0.0,0.0,25.0,0.0,1.0,25.0,584.0,0.0,7.0,0.0,0.0,2.0,60.0,2.0,0.0,0.0,0.0,0.0462,0.38,0.1077,0.6769,0.0,0
PSN-02185,UK,25-34,1,45.4,Essential,35.4,1,True,0,1,51.0,2259.0,44.294117647058826,10.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.657,134.95999999999998,0.0,29.99,69.99,34.98,6.0,22.49333333333333,567.0,0.0,17.0,2.0,3.0,9.0,540.0,0.0,2.0,1.0,1.0,0.0,2.65,0.3333,0.6275,1.0,1
PSN-02186,US,13-17,1,27.0,Essential,18.7,1,True,0,2,52.0,953.0,18.326923076923077,1.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PSN-02187,UK,18-24,0,31.5,Free,31.5,0,False,0,0,111.0,4588.0,41.333333333333336,1.0,0.0,6.0,367.0,15.0,743.0,26.0,1129.0,0.514,68.99000000000001,0.0,0.0,68.99000000000001,0.0,2.0,34.495000000000005,452.0,0.0,14.0,1.0,0.0,1.0,56.0,1.0,0.0,0.0,0.0,0.0541,0.62,0.1261,1.0,,0
PSN-02188,US,18-24,1,72.9,Essential,71.5,1,True,0,3,251.0,11199.0,44.61752988047809,8.0,1.0,15.0,1009.0,37.0,2019.0,68.0,3414.0,0.857,109.95,0.0,59.980000000000004,34.99,14.98,7.0,15.707142857142857,26.0,9.99,68.0,7.0,13.0,8.0,16.0,13.0,2.0,2.0,0.0,0.0598,0.44,0.2709,0.5976,0.0,1
PSN-02189,FR,18-24,1,42.8,Free,42.8,0,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.99,0.0,0.0,34.99,0.0,1.0,34.99,6.0,34.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.99,0.0,0.0,,0
PSN-02190,JP,25-34,0,72.1,Free,72.1,0,False,0,0,160.0,7802.0,48.7625,8.0,3.0,8.0,459.0,24.0,1362.0,40.0,2050.0,0.6,9.99,0.0,9.99,0.0,0.0,3.0,3.33,7.0,0.0,15.0,1.0,2.0,7.0,9.0,3.0,2.0,1.0,0.0,0.05,0.06,0.0938,0.1875,,1
PSN-02191,US,18-24,0,77.4,Essential,73.7,1,True,1,1,62.0,1607.0,25.919354838709676,4.0,6.0,3.0,120.0,9.0,263.0,16.0,398.0,0.114,34.99,0.0,0.0,34.99,0.0,2.0,17.495,57.0,34.99,2.0,0.0,0.0,2.0,396.0,0.0,1.0,0.0,0.0,0.0484,0.56,0.0323,0.5484,0.0,0
PSN-02192,JP,18-24,1,76.0,Free,76.0,0,False,0,0,13.0,268.0,20.615384615384617,2.0,28.0,1.0,24.0,2.0,38.0,3.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,402.0,0.0,0.0,0.0,0.0,0.0769,0.0,0.0769,1.0,,0
PSN-02193,JP,25-34,1,15.5,Extra,13.9,2,True,1,3,405.0,28488.0,70.34074074074074,14.0,0.0,32.0,2542.0,88.0,7070.0,154.0,11075.0,2.8,266.91,0.0,89.95,176.96,0.0,13.0,20.531538461538464,10.0,69.98,163.0,9.0,11.0,14.0,3.0,43.0,3.0,5.0,0.0,0.079,0.66,0.4025,0.5753,0.0,1
PSN-02194,CA,18-24,1,64.4,Essential,57.1,1,True,1,2,87.0,4278.0,49.172413793103445,2.0,14.0,5.0,273.0,13.0,714.0,23.0,1067.0,0.371,34.99,0.0,0.0,34.99,0.0,1.0,34.99,152.0,0.0,5.0,0.0,0.0,2.0,96.0,0.0,0.0,0.0,0.0,0.0575,0.4,0.0575,0.0,0.0,0
PSN-02195,KR,18-24,0,51.1,Free,51.1,0,False,0,0,57.0,1446.0,25.36842105263158,1.0,6.0,3.0,104.0,9.0,264.0,15.0,438.0,0.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0526,0.0,0.0175,1.0,,0
PSN-02196,US,18-24,1,65.5,Essential,55.5,1,True,1,3,234.0,20663.0,88.30341880341881,14.0,0.0,14.0,1572.0,34.0,3450.0,61.0,5520.0,0.914,122.45,0.0,69.96,52.49,0.0,7.0,17.492857142857144,4.0,12.5,79.0,2.0,5.0,14.0,3.0,10.0,1.0,4.0,0.0,0.0598,0.52,0.3376,0.5214,0.0,1
PSN-02197,ES,18-24,1,19.7,Essential,17.7,1,True,1,3,111.0,4696.0,42.306306306306304,6.0,4.0,7.0,380.0,19.0,885.0,35.0,1614.0,0.286,9.99,0.0,9.99,0.0,0.0,2.0,4.995,329.0,0.0,7.0,0.0,3.0,4.0,269.0,0.0,1.0,1.0,0.0,0.0631,0.09,0.0631,0.3604,0.0,1
PSN-02198,FR,25-34,1,20.0,Extra,19.6,2,True,1,1,241.0,15324.0,63.5850622406639,7.0,2.0,16.0,1202.0,41.0,2978.0,71.0,4504.0,1.4,9.99,0.0,9.99,0.0,0.0,1.0,9.99,545.0,0.0,48.0,3.0,8.0,7.0,11.0,12.0,0.0,1.0,0.0,0.0664,0.04,0.1992,0.2614,0.0,1
PSN-02199,FR,35-44,0,36.8,Essential,28.7,1,True,1,3,60.0,2269.0,37.81666666666667,6.0,12.0,3.0,159.0,8.0,352.0,15.0,531.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,21.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0833,0.2833,0.0,0
PSN-02200,UK,35-44,0,24.4,Extra,22.7,2,True,0,3,288.0,17995.0,62.482638888888886,8.0,6.0,11.0,511.0,39.0,2487.0,72.0,4414.0,0.457,69.95,0.0,0.0,34.99,34.96,6.0,11.658333333333333,19.0,14.98,70.0,1.0,7.0,8.0,6.0,5.0,1.0,0.0,0.0,0.0382,0.24,0.2431,0.2743,0.0,0
PSN-02201,UK,35-44,1,10.9,Essential,10.6,1,True,1,3,91.0,6325.0,69.50549450549451,4.0,6.0,10.0,728.0,28.0,2039.0,50.0,3434.0,0.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,4.0,8.0,4.0,0.0,0.0,0.0,0.1099,0.0,0.1429,0.5604,0.0,0
PSN-02202,US,25-34,0,12.1,Free,12.1,0,False,0,0,7.0,112.0,16.0,1.0,26.0,1.0,18.0,2.0,38.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,26.0,1.0,0.0,0.0,0.0,0.1429,0.0,0.1429,0.0,,0
PSN-02203,SE,35-44,1,54.0,Free,54.0,0,False,0,0,312.0,12340.0,39.55128205128205,8.0,0.0,18.0,977.0,43.0,1972.0,78.0,3033.0,1.4,129.94,0.0,69.97,30.0,29.97,9.0,14.437777777777777,176.0,0.0,41.0,2.0,7.0,8.0,7.0,5.0,2.0,3.0,1.0,0.0577,0.42,0.1314,0.7212,,1
PSN-02204,DE,25-34,1,55.2,Essential,50.5,1,True,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
PSN-02205,UK,25-34,0,69.9,Extra,64.0,2,True,1,1,137.0,6181.0,45.11678832116788,3.0,2.0,7.0,393.0,20.0,1134.0,35.0,1728.0,0.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0511,0.0,0.1168,0.0,0.0,0
PSN-02206,JP,25-34,0,20.9,Free,20.9,0,False,0,0,75.0,1990.0,26.533333333333335,2.0,6.0,5.0,154.0,13.0,387.0,23.0,625.0,0.371,0.0,0.0,0.0,0.0,0.0,1.0,0.0,257.0,0.0,2.0,0.0,0.0,1.0,605.0,0.0,1.0,0.0,0.0,0.0667,0.0,0.0267,0.52,,0
PSN-02207,US,18-24,1,71.8,Extra,68.0,2,True,1,1,213.0,6592.0,30.948356807511736,4.0,2.0,10.0,302.0,30.0,966.0,55.0,1800.0,0.314,0.0,0.0,0.0,0.0,0.0,2.0,0.0,466.0,0.0,14.0,1.0,2.0,4.0,80.0,1.0,2.0,0.0,1.0,0.0469,0.0,0.0657,0.0,0.0,0
PSN-02208,US,18-24,0,22.3,Essential,14.0,1,True,1,3,257.0,19087.0,74.26848249027238,5.0,8.0,16.0,1646.0,39.0,3452.0,70.0,5391.0,1.2,99.96000000000001,0.0,29.979999999999997,69.98,0.0,5.0,19.992,202.0,0.0,37.0,3.0,3.0,5.0,18.0,6.0,1.0,2.0,0.0,0.0623,0.39,0.144,0.8093,0.0,1
PSN-02209,DE,18-24,0,32.5,Premium,27.5,3,True,1,3,433.0,28016.0,64.70207852193995,11.0,0.0,22.0,1767.0,57.0,4156.0,109.0,7386.0,0.571,271.42,0.0,69.96000000000001,196.47,4.99,10.0,27.142000000000003,211.0,0.0,126.0,4.0,16.0,11.0,8.0,22.0,0.0,4.0,0.0,0.0508,0.63,0.291,0.5497,0.0,1
PSN-02210,JP,35-44,0,4.4,Essential,3.5,1,True,1,2,63.0,2767.0,43.92063492063492,3.0,1.0,15.0,782.0,40.0,1894.0,63.0,2767.0,0.9,30.0,0.0,0.0,30.0,0.0,1.0,30.0,31.0,30.0,7.0,0.0,1.0,3.0,6.0,4.0,0.0,0.0,0.0,0.2381,0.48,0.1111,0.2857,0.0,0
PSN-02211,CA,13-17,0,81.8,Essential,75.4,1,True,1,3,162.0,8074.0,49.839506172839506,4.0,0.0,8.0,466.0,22.0,1272.0,40.0,2137.0,0.257,34.99,0.0,0.0,34.99,0.0,1.0,34.99,331.0,0.0,13.0,0.0,0.0,4.0,32.0,1.0,0.0,0.0,0.0,0.0494,0.22,0.0802,0.463,0.0,0
PSN-02212,FR,25-34,0,30.8,Essential,26.8,1,True,1,1,5.0,94.0,18.8,1.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0
PSN-02213,DE,35-44,0,14.5,Free,14.5,0,False,0,0,118.0,4440.0,37.6271186440678,3.0,1.0,11.0,495.0,27.0,1130.0,47.0,1797.0,0.743,179.95000000000002,0.0,39.99,139.96,0.0,5.0,35.99,109.0,0.0,12.0,4.0,0.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0932,1.52,0.1017,0.6102,,1
PSN-02214,CA,25-34,1,55.6,Free,55.6,0,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
PSN-02215,US,13-17,1,51.6,Essential,44.9,1,True,1,3,312.0,24075.0,77.16346153846153,4.0,1.0,17.0,1546.0,45.0,3829.0,81.0,6160.0,1.171,9.99,0.0,0.0,9.99,0.0,1.0,9.99,693.0,0.0,56.0,4.0,6.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0545,0.03,0.1795,0.2821,0.0,0
PSN-02216,FR,25-34,1,75.9,Extra,66.8,2,True,1,2,339.0,21768.0,64.21238938053098,11.0,3.0,20.0,1524.0,49.0,3397.0,91.0,5971.0,1.143,54.959999999999994,0.0,0.0,0.0,54.959999999999994,4.0,13.739999999999998,43.0,19.99,77.0,2.0,12.0,11.0,3.0,7.0,0.0,0.0,0.0,0.059,0.16,0.2271,0.6844,0.0,0
PSN-02217,FR,18-24,0,48.8,Essential,42.9,1,True,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
PSN-02218,US,45+,1,5.3,Essential,5.0,1,True,0,1,19.0,807.0,42.473684210526315,3.0,16.0,1.0,39.0,5.0,194.0,17.0,701.0,-0.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,105.0,0.0,0.0,0.0,0.0,0.0526,0.0,0.3158,0.1579,1.0,0
PSN-02219,US,25-34,1,62.5,Extra,51.0,2,True,1,3,285.0,20238.0,71.01052631578948,7.0,0.0,15.0,1174.0,44.0,3589.0,75.0,5717.0,1.486,79.95,0.0,0.0,34.99,44.96,8.0,9.99375,42.0,9.99,34.0,0.0,4.0,7.0,29.0,7.0,3.0,0.0,0.0,0.0526,0.28,0.1193,0.7333,0.0,0
PSN-02220,US,35-44,0,30.7,Essential,28.1,1,True,1,1,82.0,2807.0,34.23170731707317,4.0,12.0,5.0,207.0,13.0,530.0,21.0,735.0,0.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,18.0,2.0,0.0,0.0,0.0,0.061,0.0,0.0976,0.8171,0.0,0
PSN-02221,US,25-34,1,77.8,Free,77.8,0,False,0,0,58.0,1422.0,24.517241379310345,4.0,8.0,3.0,79.0,8.0,203.0,14.0,348.0,0.2,64.97999999999999,0.0,0.0,25.0,39.98,3.0,21.659999999999997,270.0,0.0,8.0,0.0,3.0,3.0,47.0,1.0,0.0,0.0,0.0,0.0517,1.12,0.1379,0.2759,,0
PSN-02222,JP,25-34,1,35.5,Essential,31.8,1,True,1,1,128.0,4246.0,33.171875,1.0,3.0,8.0,364.0,20.0,772.0,34.0,1182.0,0.8,34.99,0.0,0.0,34.99,0.0,1.0,34.99,110.0,0.0,4.0,0.0,1.0,1.0,329.0,0.0,0.0,0.0,0.0,0.0625,0.27,0.0312,1.0,0.0,0
PSN-02223,US,35-44,1,41.7,Essential,38.0,1,True,1,2,350.0,20565.0,58.75714285714286,6.0,2.0,20.0,1584.0,51.0,3510.0,90.0,5824.0,1.457,89.92999999999999,0.0,0.0,0.0,89.92999999999999,8.0,11.241249999999999,31.0,4.99,81.0,5.0,6.0,6.0,2.0,15.0,1.0,0.0,1.0,0.0571,0.26,0.2314,0.3371,0.0,0
PSN-02224,FR,13-17,0,67.4,Essential,65.1,1,True,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PSN-02225,US,18-24,1,59.2,Free,59.2,0,False,0,0,393.0,21716.0,55.25699745547074,3.0,0.0,20.0,1354.0,50.0,2652.0,93.0,4714.0,1.029,44.97,0.0,0.0,0.0,44.97,3.0,14.99,140.0,0.0,55.0,1.0,5.0,3.0,57.0,5.0,0.0,0.0,0.0,0.0509,0.11,0.1399,1.0,,0
PSN-02226,US,13-17,0,66.7,Essential,65.5,1,True,0,2,10.0,379.0,37.9,1.0,28.0,1.0,40.0,3.0,118.0,4.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,112.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.0,0
PSN-02227,UK,25-34,1,39.1,Essential,35.1,1,True,1,2,500.0,35637.0,71.274,7.0,0.0,30.0,3078.0,70.0,5705.0,121.0,8631.0,2.229,124.97,0.0,19.98,104.99000000000001,0.0,8.0,15.62125,38.0,12.5,186.0,11.0,13.0,7.0,0.0,30.0,1.0,2.0,0.0,0.06,0.25,0.372,0.536,0.0,1
PSN-02228,US,35-44,0,38.2,Essential,28.2,1,True,1,3,375.0,32744.0,87.31733333333334,13.0,2.0,17.0,1311.0,50.0,4071.0,91.0,7243.0,1.057,254.93,0.0,129.94,124.99000000000001,0.0,13.0,19.61,49.0,30.0,116.0,5.0,10.0,13.0,2.0,13.0,3.0,6.0,1.0,0.0453,0.68,0.3093,0.4,0.0,1
PSN-02229,SE,25-34,0,44.0,Essential,33.7,1,True,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
PSN-02230,UK,25-34,1,70.0,Essential,62.0,1,True,1,3,183.0,8543.0,46.68306010928962,5.0,1.0,11.0,634.0,28.0,1507.0,46.0,2247.0,1.057,4.99,0.0,0.0,0.0,4.99,1.0,4.99,471.0,0.0,11.0,1.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0601,0.03,0.0601,0.5027,0.0,0
PSN-02231,US,45+,0,68.4,Premium,67.3,3,True,1,3,137.0,4209.0,30.722627737226276,3.0,2.0,8.0,307.0,21.0,703.0,36.0,1160.0,0.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,90.0,1.0,0.0,0.0,0.0,0.0584,0.0,0.0949,0.3796,0.0,0
PSN-02232,US,18-24,0,25.7,Essential,19.1,1,True,1,3,411.0,21623.0,52.61070559610705,8.0,0.0,25.0,1803.0,61.0,3917.0,107.0,5970.0,1.543,119.94,0.0,39.99,34.99,44.96,7.0,17.134285714285713,15.0,4.99,90.0,4.0,6.0,8.0,0.0,11.0,1.0,1.0,0.0,0.0608,0.29,0.219,0.6788,0.0,1
PSN-02233,UK,13-17,0,7.4,Free,7.4,0,False,0,0,59.0,2628.0,44.54237288135593,2.0,0.0,10.0,589.0,26.0,1358.0,45.0,2081.0,0.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.1695,0.0,0.1864,0.4576,,0
PSN-02234,DE,45+,0,52.7,Essential,49.5,1,True,1,2,37.0,744.0,20.10810810810811,1.0,1.0,2.0,50.0,6.0,137.0,11.0,230.0,0.143,34.99,0.0,0.0,34.99,0.0,1.0,34.99,425.0,0.0,1.0,0.0,1.0,1.0,79.0,1.0,0.0,0.0,0.0,0.0541,0.95,0.027,0.0,0.0,0
PSN-02235,CA,35-44,1,61.8,Essential,55.3,1,True,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
PSN-02236,UK,25-34,0,17.1,Extra,9.6,2,True,1,2,375.0,21428.0,57.141333333333336,10.0,0.0,27.0,1972.0,68.0,4221.0,122.0,6735.0,1.571,42.5,0.0,0.0,42.5,0.0,3.0,14.166666666666666,1.0,30.0,90.0,6.0,11.0,10.0,9.0,13.0,1.0,0.0,0.0,0.072,0.11,0.24,0.6293,0.0,0
PSN-02237,DE,18-24,1,66.8,Free,66.8,0,False,0,0,281.0,18814.0,66.95373665480427,4.0,1.0,13.0,920.0,42.0,3296.0,72.0,4971.0,1.057,84.95,0.0,0.0,0.0,84.95,5.0,16.990000000000002,110.0,0.0,49.0,5.0,9.0,4.0,53.0,4.0,0.0,0.0,0.0,0.0463,0.3,0.1744,0.516,,0
PSN-02238,JP,45+,1,28.7,Free,28.7,0,False,0,0,134.0,5078.0,37.8955223880597,3.0,5.0,7.0,266.0,20.0,856.0,35.0,1457.0,0.457,0.0,0.0,0.0,0.0,0.0,1.0,0.0,351.0,0.0,16.0,3.0,2.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0522,0.0,0.1194,0.403,,0
PSN-02239,AU,35-44,1,28.6,Essential,23.8,1,True,1,3,82.0,2932.0,35.75609756097561,5.0,0.0,5.0,235.0,12.0,476.0,22.0,828.0,0.343,0.0,0.0,0.0,0.0,0.0,1.0,0.0,549.0,0.0,8.0,1.0,1.0,4.0,19.0,1.0,1.0,0.0,0.0,0.061,0.0,0.0976,0.7805,0.0,0
PSN-02240,JP,25-34,1,66.5,Essential,54.9,1,True,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
PSN-02241,US,18-24,1,83.1,Extra,77.5,2,True,1,3,787.0,82976.0,105.43329097839899,8.0,0.0,42.0,5438.0,114.0,13802.0,203.0,22646.0,2.571,104.92999999999999,0.0,49.97,0.0,54.96,8.0,13.116249999999999,261.0,0.0,167.0,13.0,14.0,8.0,0.0,20.0,1.0,3.0,0.0,0.0534,0.13,0.2122,0.3736,0.0,1
PSN-02242,FR,25-34,1,66.0,Free,66.0,0,False,0,0,13.0,573.0,44.07692307692308,3.0,21.0,1.0,51.0,3.0,145.0,3.0,145.0,0.0,19.97,0.0,0.0,0.0,19.97,3.0,6.656666666666666,166.0,0.0,2.0,0.0,0.0,2.0,301.0,0.0,0.0,0.0,0.0,0.0769,1.54,0.1538,0.3077,,0
PSN-02243,CA,35-44,0,64.7,Extra,59.3,2,True,1,3,305.0,24042.0,78.82622950819672,10.0,1.0,17.0,1823.0,38.0,3141.0,73.0,5691.0,0.829,174.93,0.0,39.99,74.98,59.959999999999994,8.0,21.86625,112.0,0.0,43.0,0.0,5.0,10.0,23.0,3.0,0.0,1.0,0.0,0.0557,0.57,0.141,0.5705,0.0,1
PSN-02244,JP,35-44,0,30.4,Free,30.4,0,False,0,0,90.0,2656.0,29.511111111111113,4.0,7.0,4.0,134.0,12.0,392.0,22.0,655.0,0.229,54.980000000000004,0.0,19.99,34.99,0.0,2.0,27.490000000000002,616.0,0.0,7.0,0.0,0.0,4.0,88.0,1.0,0.0,1.0,0.0,0.0444,0.61,0.0778,0.4889,,1
PSN-02245,SE,25-34,1,45.8,Premium,37.3,3,True,0,2,325.0,19338.0,59.50153846153846,9.0,1.0,18.0,1384.0,45.0,3082.0,73.0,4435.0,1.486,47.49,0.0,0.0,47.49,0.0,3.0,15.83,44.0,34.99,62.0,5.0,9.0,9.0,7.0,9.0,1.0,0.0,1.0,0.0554,0.15,0.1908,0.4585,0.0,0
PSN-02246,ES,25-34,1,53.0,Extra,51.9,2,True,0,2,250.0,8316.0,33.264,7.0,3.0,14.0,603.0,35.0,1340.0,64.0,2226.0,0.657,89.95,0.0,19.99,34.99,34.97,5.0,17.990000000000002,245.0,0.0,32.0,3.0,3.0,7.0,48.0,4.0,0.0,1.0,0.0,0.056,0.36,0.128,0.42,0.0,1
PSN-02247,US,25-34,1,49.7,Essential,40.8,1,True,1,2,104.0,4087.0,39.29807692307692,3.0,5.0,4.0,179.0,12.0,463.0,22.0,815.0,0.229,17.490000000000002,0.0,0.0,7.5,9.99,2.0,8.745000000000001,53.0,7.5,7.0,0.0,0.0,3.0,128.0,0.0,0.0,0.0,0.0,0.0385,0.17,0.0673,0.6923,0.0,0
PSN-02248,CA,25-34,1,15.4,Essential,13.0,1,True,0,2,75.0,2821.0,37.61333333333334,3.0,6.0,5.0,148.0,15.0,552.0,27.0,964.0,0.314,34.99,0.0,0.0,34.99,0.0,1.0,34.99,213.0,0.0,3.0,1.0,0.0,2.0,59.0,1.0,0.0,0.0,0.0,0.0667,0.47,0.04,0.0,0.0,0
PSN-02249,DE,25-34,0,16.4,Essential,12.3,1,True,1,1,94.0,3611.0,38.41489361702128,2.0,0.0,8.0,362.0,18.0,693.0,32.0,1157.0,0.629,74.98,0.0,39.99,34.99,0.0,3.0,24.993333333333336,244.0,0.0,13.0,0.0,2.0,2.0,16.0,4.0,1.0,1.0,0.0,0.0851,0.8,0.1383,0.5106,0.0,1
PSN-02250,JP,18-24,0,82.1,Essential,72.7,1,True,1,3,139.0,5748.0,41.35251798561151,3.0,2.0,7.0,318.0,20.0,852.0,36.0,1450.0,0.4,68.97,0.0,0.0,48.99,19.98,3.0,22.99,15.0,9.99,12.0,0.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0504,0.5,0.0863,0.0,0.0,0
PSN-02251,JP,18-24,0,23.3,Free,23.3,0,False,0,0,84.0,2225.0,26.488095238095237,2.0,0.0,4.0,131.0,13.0,408.0,23.0,687.0,0.257,69.99,0.0,0.0,69.99,0.0,1.0,69.99,459.0,0.0,3.0,0.0,2.0,1.0,384.0,0.0,0.0,0.0,0.0,0.0476,0.83,0.0357,0.4881,,0
PSN-02252,AU,35-44,0,58.0,Essential,56.9,1,True,1,2,178.0,6763.0,37.99438202247191,3.0,1.0,10.0,490.0,25.0,1112.0,45.0,1867.0,0.686,57.989999999999995,0.0,0.0,57.989999999999995,0.0,2.0,28.994999999999997,275.0,0.0,11.0,1.0,0.0,3.0,140.0,0.0,0.0,0.0,0.0,0.0562,0.33,0.0618,0.0,0.0,0
PSN-02253,DE,13-17,1,29.9,Essential,28.5,1,True,1,2,135.0,4835.0,35.81481481481482,4.0,7.0,7.0,313.0,19.0,709.0,32.0,1084.0,0.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,206.0,0.0,0.0,0.0,0.0,0.0519,0.0,0.0519,0.0,0.0,0
PSN-02254,JP,13-17,1,2.3,Essential,1.3,1,True,1,3,33.0,2219.0,67.24242424242425,3.0,1.0,12.0,803.0,33.0,2219.0,33.0,2219.0,1.0,9.99,0.0,9.99,0.0,0.0,1.0,9.99,53.0,9.99,3.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.3636,0.3,0.0909,0.697,0.0,1
