player_id,dlc_propensity,propensity_tier,churn_probability,risk_tier,churn_flag,propensity_flag,action_quadrant
PSN-02179,0.18098399480169908,Medium,1.17932421473624e-05,Low Risk,0,0,Monitor
PSN-02180,0.012609831505341975,Low,0.8937287892479837,Critical,1,0,Retain
PSN-02181,0.5199576611145649,High,4.6632256311607155e-05,Low Risk,0,1,Upsell
PSN-02182,0.012437147500035047,Low,0.949470215415334,Critical,1,0,Retain
PSN-02183,0.9233391974157253,Very High,7.325175803388035e-06,Low Risk,0,1,Upsell
PSN-02184,0.14762084355562813,Low,4.449907312863219e-06,Low Risk,0,0,Monitor
PSN-02185,0.9303706694302559,Very High,0.9999551121623956,Critical,1,1,Retain + Upsell
PSN-02186,0.02175818064708742,Low,0.9999548638427048,Critical,1,0,Retain
PSN-02187,0.06015659379364316,Low,0.0,Low Risk,0,0,Monitor
PSN-02188,0.664909034494112,Very High,5.970022427129372e-06,Low Risk,0,1,Upsell
PSN-02189,0.025708883258209487,Low,0.0,Low Risk,0,0,Monitor
PSN-02190,0.6366179334391143,High,0.0,Low Risk,0,1,Upsell
PSN-02191,0.13531155835219874,Low,7.991417748106595e-06,Low Risk,0,0,Monitor
PSN-02192,0.0681784315469635,Low,0.0,Low Risk,0,0,Monitor
PSN-02193,0.9410622394842356,Very High,7.1390661154307925e-06,Low Risk,0,1,Upsell
PSN-02194,0.1196532314830203,Low,1.2379308489955972e-05,Low Risk,0,0,Monitor
PSN-02195,0.05596633477070862,Low,0.0,Low Risk,0,0,Monitor
PSN-02196,0.9777014413942755,Very High,8.556935152307507e-06,Low Risk,0,1,Upsell
PSN-02197,0.13480597295735575,Low,8.137201362672601e-06,Low Risk,0,0,Monitor
PSN-02198,0.6506300148346059,Very High,3.1250255905988582e-06,Low Risk,0,1,Upsell
PSN-02199,0.3059137284686143,Medium,9.984412060251453e-06,Low Risk,0,0,Monitor
PSN-02200,0.3362031217737493,Medium,2.2679466766567513e-05,Low Risk,0,0,Monitor
PSN-02201,0.13810761257980345,Low,7.443823511433897e-06,Low Risk,0,0,Monitor
PSN-02202,0.0216210107700366,Low,0.0,Low Risk,0,0,Monitor
PSN-02203,0.8057325964794236,Very High,0.0,Low Risk,0,1,Upsell
PSN-02204,0.01363035864754806,Low,0.9591881517938144,Critical,1,0,Retain
PSN-02205,0.10720069903884197,Low,1.063070850574556e-05,Low Risk,0,0,Monitor
PSN-02206,0.04558469880606296,Low,0.0,Low Risk,0,0,Monitor
PSN-02207,0.1138243050176268,Low,1.1193604581677344e-05,Low Risk,0,0,Monitor
PSN-02208,0.7253723157692055,Very High,9.43531875054834e-06,Low Risk,0,1,Upsell
PSN-02209,0.9505994822387891,Very High,1.0105529693004608e-05,Low Risk,0,1,Upsell
PSN-02210,0.2700244164811969,Medium,2.5700258826025047e-05,Low Risk,0,0,Monitor
PSN-02211,0.45307228799678567,High,9.333102973297224e-07,Low Risk,0,1,Upsell
PSN-02212,0.023407533875662252,Low,0.999623701392051,Critical,1,0,Retain
PSN-02213,0.2814160773459911,Medium,0.0,Low Risk,0,0,Monitor
PSN-02214,0.011742786123081017,Low,0.0,Low Risk,0,0,Monitor
PSN-02215,0.3532066948755464,Medium,1.4618985141906078e-05,Low Risk,0,0,Monitor
PSN-02216,0.6900215857554459,Very High,8.6648410175474e-06,Low Risk,0,1,Upsell
PSN-02217,0.013148854787181478,Low,0.98141295383227,Critical,1,0,Retain
PSN-02218,0.11683351410295321,Low,0.993100078200294,Critical,1,0,Retain
PSN-02219,0.4457442030333675,High,6.492699800616038e-06,Low Risk,0,1,Upsell
PSN-02220,0.17770448716898413,Medium,1.6823169758740395e-05,Low Risk,0,0,Monitor
PSN-02221,0.0650850458777261,Low,0.0,Low Risk,0,0,Monitor
PSN-02222,0.07772345739136467,Low,1.5220429787404211e-05,Low Risk,0,0,Monitor
PSN-02223,0.7028229875343763,Very High,1.6182394382222865e-05,Low Risk,0,1,Upsell
PSN-02224,0.010618011326182007,Low,0.0166593377904292,Low Risk,0,0,Monitor
PSN-02225,0.3150461395535106,Medium,0.0,Low Risk,0,0,Monitor
PSN-02226,0.0396882269451846,Low,2.196474871521216e-05,Low Risk,0,0,Monitor
PSN-02227,0.8927160956964962,Very High,1.6082563650794522e-05,Low Risk,0,1,Upsell
PSN-02228,0.9626678176085224,Very High,1.0680745932740444e-05,Low Risk,0,1,Upsell
PSN-02229,0.0151833233917081,Low,0.9881977865647807,Critical,1,0,Retain
PSN-02230,0.12060745411695253,Low,6.9283920405432585e-06,Low Risk,0,0,Monitor
PSN-02231,0.13883080741771808,Low,3.589138038904319e-06,Low Risk,0,0,Monitor
PSN-02232,0.7296875579390684,Very High,1.1055080106283211e-05,Low Risk,0,1,Upsell
PSN-02233,0.1777427963328475,Medium,0.0,Low Risk,0,0,Monitor
PSN-02234,0.04165681566637578,Low,7.057294565968732e-06,Low Risk,0,0,Monitor
PSN-02235,0.011591075889698413,Low,0.3911987010656247,High Risk,1,0,Retain
PSN-02236,0.4722034102374169,High,1.0867572075287974e-05,Low Risk,0,1,Upsell
PSN-02237,0.1452055125015229,Low,0.0,Low Risk,0,0,Monitor
PSN-02238,0.10180705991697504,Low,0.0,Low Risk,0,0,Monitor
PSN-02239,0.21474544765431064,Medium,7.696763046707542e-06,Low Risk,0,0,Monitor
PSN-02240,0.012866834275583008,Low,0.94270443739811,Critical,1,0,Retain
PSN-02241,0.6294397618936332,High,8.215886782629402e-07,Low Risk,0,1,Upsell
PSN-02242,0.07945177412081365,Low,0.0,Low Risk,0,0,Monitor
PSN-02243,0.874276629654515,Very High,8.382714257550505e-06,Low Risk,0,1,Upsell
PSN-02244,0.4324056446531186,High,0.0,Low Risk,0,1,Upsell
PSN-02245,0.7000620976169074,Very High,3.104223817431618e-05,Low Risk,0,1,Upsell
PSN-02246,0.6009109708452045,High,2.617870719989033e-05,Low Risk,0,1,Upsell
PSN-02247,0.18421128628005465,Medium,1.873470438677253e-05,Low Risk,0,0,Monitor
PSN-02248,0.07941121277069864,Low,2.090212740483941e-05,Low Risk,0,0,Monitor
PSN-02249,0.23007575495928417,Medium,1.0798681411254198e-05,Low Risk,0,0,Monitor
PSN-02250,0.09169515974230534,Low,8.61575727168438e-07,Low Risk,0,0,Monitor
PSN-02251,0.06344043573754547,Low,0.0,Low Risk,0,0,Monitor
PSN-02252,0.1763780997850691,Medium,1.1858172835963353e-05,Low Risk,0,0,Monitor
PSN-02253,0.09297441002518501,Low,1.3046439868919365e-05,Low Risk,0,0,Monitor
PSN-02254,0.4186986972220983,High,9.854899950478904e-06,Low Risk,0,1,Upsell
PSN-02255,0.21954528055661937,Medium,1.637265410084682e-05,Low Risk,0,0,Monitor
PSN-02256,0.01500240410866021,Low,0.0572578043396096,Low Risk,0,0,Monitor
PSN-02257,0.021949536193629403,Low,0.0,Low Risk,0,0,Monitor
PSN-02258,0.9741909551029283,Very High,4.262797073843003e-06,Low Risk,0,1,Upsell
PSN-02259,0.33205701938075016,Medium,0.0,Low Risk,0,0,Monitor
PSN-02260,0.03104428064673092,Low,1.3918449020023318e-05,Low Risk,0,0,Monitor
PSN-02261,0.11746979008430214,Low,4.947611649520948e-05,Low Risk,0,0,Monitor
PSN-02262,0.12235707403600762,Low,0.0,Low Risk,0,0,Monitor
PSN-02263,0.5521767827991587,High,1.489989044622858e-05,Low Risk,0,1,Upsell
PSN-02264,0.3398321071818634,Medium,1.440112071057165e-05,Low Risk,0,0,Monitor
PSN-02265,0.3483528001782056,Medium,8.383542672798157e-06,Low Risk,0,0,Monitor
PSN-02266,0.01629225703931791,Low,0.0,Low Risk,0,0,Monitor
PSN-02267,0.16108807776804876,Medium,0.0,Low Risk,0,0,Monitor
PSN-02268,0.031571195475616785,Low,2.2520689953617884e-05,Low Risk,0,0,Monitor
PSN-02269,0.025653717233009417,Low,0.0,Low Risk,0,0,Monitor
PSN-02270,0.1571095148339152,Medium,0.0,Low Risk,0,0,Monitor
PSN-02271,0.11437767250584832,Low,0.0,Low Risk,0,0,Monitor
PSN-02272,0.02682848319847205,Low,1.760951726591123e-05,Low Risk,0,0,Monitor
PSN-02273,0.0279404530822527,Low,0.0,Low Risk,0,0,Monitor
PSN-02274,0.011950899132680323,Low,0.9896905227804828,Critical,1,0,Retain
PSN-02275,0.9800577959262599,Very High,0.0,Low Risk,0,1,Upsell
PSN-02276,0.2745273999412305,Medium,1.0655850395353693e-05,Low Risk,0,0,Monitor
PSN-02277,0.6737324259080865,Very High,1.5385865904705766e-05,Low Risk,0,1,Upsell
PSN-02278,0.013459887789190427,Low,0.9827571477597564,Critical,1,0,Retain
PSN-02279,0.08881417779993675,Low,1.451865450887319e-05,Low Risk,0,0,Monitor
PSN-02280,0.0686847621143628,Low,0.0,Low Risk,0,0,Monitor
PSN-02281,0.15923512926216227,Medium,0.0,Low Risk,0,0,Monitor
PSN-02282,0.17705853790641782,Medium,9.256812977348563e-06,Low Risk,0,0,Monitor
PSN-02283,0.025162570300717745,Low,0.9999018654119856,Critical,1,0,Retain
PSN-02284,0.6044178461460085,High,0.0,Low Risk,0,1,Upsell
PSN-02285,0.3419360925899357,Medium,7.084699108058579e-06,Low Risk,0,0,Monitor
PSN-02286,0.012840827538263648,Low,0.0650517855506548,Low Risk,0,0,Monitor
PSN-02287,0.012573704580856071,Low,0.7338213301576231,Critical,1,0,Retain
PSN-02288,0.8224288596416582,Very High,0.9999438331957504,Critical,1,1,Retain + Upsell
PSN-02289,0.8242752460874139,Very High,0.0,Low Risk,0,1,Upsell
PSN-02290,0.08564944380883596,Low,1.1301441003603124e-05,Low Risk,0,0,Monitor
PSN-02291,0.020974653919161555,Low,0.9999017818974312,Critical,1,0,Retain
PSN-02292,0.0687751680987802,Low,1.7059364357166543e-05,Low Risk,0,0,Monitor
PSN-02293,0.2888198552790668,Medium,4.672593793196845e-06,Low Risk,0,0,Monitor
PSN-02294,0.7784504155917336,Very High,1.0085664649263218e-05,Low Risk,0,1,Upsell
PSN-02295,0.5321655846483885,High,1.2075910946581483e-05,Low Risk,0,1,Upsell
PSN-02296,0.07803859846982994,Low,0.9997335899901892,Critical,1,0,Retain
PSN-02297,0.9560831214055221,Very High,0.0,Low Risk,0,1,Upsell
PSN-02298,0.9678328902764688,Very High,1.87701289483671e-06,Low Risk,0,1,Upsell
PSN-02299,0.009782242529996932,Low,0.9928838411441492,Critical,1,0,Retain
PSN-02300,0.16959508767191142,Medium,0.0,Low Risk,0,0,Monitor
PSN-02301,0.09182651120054079,Low,3.332708224635963e-05,Low Risk,0,0,Monitor
PSN-02302,0.1475654649459292,Low,3.8559199666668915e-06,Low Risk,0,0,Monitor
PSN-02303,0.1439712919063394,Low,8.256304853078913e-06,Low Risk,0,0,Monitor
PSN-02304,0.10352523904298323,Low,1.155016573310576e-05,Low Risk,0,0,Monitor
PSN-02305,0.35417001505962914,Medium,9.168051398032256e-06,Low Risk,0,0,Monitor
PSN-02306,0.13335072571662157,Low,0.0,Low Risk,0,0,Monitor
PSN-02307,0.36520710853817767,Medium,8.556089603522123e-06,Low Risk,0,0,Monitor
PSN-02308,0.23820298047168795,Medium,0.0,Low Risk,0,0,Monitor
PSN-02309,0.015283690088717425,Low,0.99974892112682,Critical,1,0,Retain
PSN-02310,0.48198053426230436,High,4.8936344049567024e-06,Low Risk,0,1,Upsell
PSN-02311,0.9908047050940572,Very High,0.0,Low Risk,0,1,Upsell
PSN-02312,0.09660679132722473,Low,0.0,Low Risk,0,0,Monitor
PSN-02313,0.704685435476805,Very High,6.908438667296501e-06,Low Risk,0,1,Upsell
PSN-02314,0.40359558456355266,High,0.0,Low Risk,0,1,Upsell
PSN-02315,0.7555782010899169,Very High,1.0514935606005217e-05,Low Risk,0,1,Upsell
PSN-02316,0.4034400845976154,High,1.4595381503564666e-05,Low Risk,0,1,Upsell
PSN-02317,0.05987622844715555,Low,1.098811667410232e-05,Low Risk,0,0,Monitor
PSN-02318,0.13578892590760713,Low,0.0,Low Risk,0,0,Monitor
PSN-02319,0.009013426274251356,Low,0.0,Low Risk,0,0,Monitor
PSN-02320,0.9156699009818097,Very High,0.0,Low Risk,0,1,Upsell
PSN-02321,0.9518902673650685,Very High,3.813459106271556e-06,Low Risk,0,1,Upsell
PSN-02322,0.3439853682614198,Medium,8.883539855987496e-06,Low Risk,0,0,Monitor
PSN-02323,0.48014531736857463,High,1.0618577439228497e-05,Low Risk,0,1,Upsell
PSN-02324,0.3600739558976583,Medium,1.5608914041739504e-05,Low Risk,0,0,Monitor
PSN-02325,0.39385824688877524,Medium,1.067432014038682e-05,Low Risk,0,0,Monitor
PSN-02326,0.1630749806101091,Medium,0.999942532701846,Critical,1,0,Retain
PSN-02327,0.634160267779026,High,2.1719781015850263e-05,Low Risk,0,1,Upsell
PSN-02328,0.09128825829718816,Low,1.1730893683606093e-05,Low Risk,0,0,Monitor
PSN-02329,0.0799588829885407,Low,1.1713830561913495e-05,Low Risk,0,0,Monitor
PSN-02330,0.07994575907375223,Low,0.0,Low Risk,0,0,Monitor
PSN-02331,0.24966174769460808,Medium,0.0,Low Risk,0,0,Monitor
PSN-02332,0.05839444233577062,Low,0.0,Low Risk,0,0,Monitor
PSN-02333,0.37170669674968704,Medium,9.248401872417183e-06,Low Risk,0,0,Monitor
PSN-02334,0.07314847740237257,Low,0.0,Low Risk,0,0,Monitor
PSN-02335,0.029192228295476626,Low,1.3819781561818864e-05,Low Risk,0,0,Monitor
PSN-02336,0.013718721620091986,Low,0.0,Low Risk,0,0,Monitor
PSN-02337,0.20772064228879877,Medium,0.9999204889478208,Critical,1,0,Retain
PSN-02338,0.17836771356795383,Medium,8.971869616676413e-06,Low Risk,0,0,Monitor
PSN-02339,0.9411952824217158,Very High,9.252085592652697e-06,Low Risk,0,1,Upsell
PSN-02340,0.6868059513427103,Very High,0.0,Low Risk,0,1,Upsell
PSN-02341,0.9090508470074128,Very High,1.901194921793481e-05,Low Risk,0,1,Upsell
PSN-02342,0.022926559703253496,Low,0.0,Low Risk,0,0,Monitor
PSN-02343,0.8682470003301668,Very High,9.572483382968151e-06,Low Risk,0,1,Upsell
PSN-02344,0.0388675864683388,Low,1.907178917629639e-05,Low Risk,0,0,Monitor
PSN-02345,0.12510836531031427,Low,4.904741132089193e-06,Low Risk,0,0,Monitor
PSN-02346,0.023408059977409138,Low,0.9997693812818772,Critical,1,0,Retain
PSN-02347,0.012743220673443233,Low,0.9988000700821028,Critical,1,0,Retain
PSN-02348,0.8334720869741143,Very High,0.0,Low Risk,0,1,Upsell
PSN-02349,0.9795828672873427,Very High,4.429249280045903e-06,Low Risk,0,1,Upsell
PSN-02350,0.3395428690739542,Medium,2.04123576332828e-05,Low Risk,0,0,Monitor
PSN-02351,0.010626749327078003,Low,5.955161335765888e-05,Low Risk,0,0,Monitor
PSN-02352,0.6352058835451988,High,0.0,Low Risk,0,1,Upsell
PSN-02353,0.09350803597520728,Low,6.2015807532744395e-06,Low Risk,0,0,Monitor
PSN-02354,0.09000082432592722,Low,0.0,Low Risk,0,0,Monitor
PSN-02355,0.023916363370994516,Low,0.0,Low Risk,0,0,Monitor
PSN-02356,0.19743602362079407,Medium,0.0,Low Risk,0,0,Monitor
PSN-02357,0.045760463341923165,Low,6.651536633633262e-06,Low Risk,0,0,Monitor
PSN-02358,0.3932516684299653,Medium,8.870372314172139e-06,Low Risk,0,0,Monitor
PSN-02359,0.5516845109134049,High,8.86950595177918e-06,Low Risk,0,1,Upsell
PSN-02360,0.010060914912293469,Low,0.8970045198229492,Critical,1,0,Retain
PSN-02361,0.9781120397829264,Very High,1.0132692136254825e-05,Low Risk,0,1,Upsell
PSN-02362,0.10930762121984554,Low,1.506313680273602e-05,Low Risk,0,0,Monitor
PSN-02363,0.011766329820928859,Low,0.9868348982305872,Critical,1,0,Retain
PSN-02364,0.012487601921483422,Low,0.9487132315900828,Critical,1,0,Retain
PSN-02365,0.019522019654327153,Low,0.0,Low Risk,0,0,Monitor
PSN-02366,0.8777811579745356,Very High,0.0,Low Risk,0,1,Upsell
PSN-02367,0.09463181636323612,Low,0.0,Low Risk,0,0,Monitor
PSN-02368,0.14356330285510363,Low,1.1278077484602592e-05,Low Risk,0,0,Monitor
PSN-02369,0.03034608323301121,Low,0.0,Low Risk,0,0,Monitor
PSN-02370,0.193046113016861,Medium,9.82254093158428e-06,Low Risk,0,0,Monitor
PSN-02371,0.4475753877668751,High,1.3493934289259742e-05,Low Risk,0,1,Upsell
PSN-02372,0.6231373982823181,High,1.4353914181888287e-05,Low Risk,0,1,Upsell
PSN-02373,0.7182983804466988,Very High,1.2070351750654994e-05,Low Risk,0,1,Upsell
PSN-02374,0.19623144932260306,Medium,0.0,Low Risk,0,0,Monitor
PSN-02375,0.8155327089326421,Very High,0.0,Low Risk,0,1,Upsell
PSN-02376,0.009449925063093513,Low,0.0851639750969478,Low Risk,0,0,Monitor
PSN-02377,0.1603580025181702,Medium,1.0857493477088909e-05,Low Risk,0,0,Monitor
PSN-02378,0.5726316169388485,High,1.5219909990495012e-05,Low Risk,0,1,Upsell
PSN-02379,0.09093456218318331,Low,0.0,Low Risk,0,0,Monitor
PSN-02380,0.012142639343340624,Low,0.0,Low Risk,0,0,Monitor
PSN-02381,0.5050760460456725,High,1.0195659098824871e-05,Low Risk,0,1,Upsell
PSN-02382,0.867216779345345,Very High,9.512891424461697e-06,Low Risk,0,1,Upsell
PSN-02383,0.9403412631597774,Very High,1.0430016386738654e-05,Low Risk,0,1,Upsell
PSN-02384,0.3845451293767166,Medium,1.3047156692536805e-05,Low Risk,0,0,Monitor
PSN-02385,0.030971254417595982,Low,0.9998600632153536,Critical,1,0,Retain
PSN-02386,0.17717309886933386,Medium,8.408840029926685e-06,Low Risk,0,0,Monitor
PSN-02387,0.9858197549901832,Very High,9.696794912938486e-06,Low Risk,0,1,Upsell
PSN-02388,0.020399343527189764,Low,7.964033177582843e-06,Low Risk,0,0,Monitor
PSN-02389,0.9312930834114097,Very High,3.704699037149032e-06,Low Risk,0,1,Upsell
PSN-02390,0.02922841938147221,Low,0.0,Low Risk,0,0,Monitor
PSN-02391,0.044358673291890846,Low,0.0,Low Risk,0,0,Monitor
PSN-02392,0.08956237628515798,Low,1.5268780444010528e-05,Low Risk,0,0,Monitor
PSN-02393,0.9804796762742061,Very High,1.4816444039927628e-05,Low Risk,0,1,Upsell
PSN-02394,0.622886559172002,High,0.9999764827396022,Critical,1,1,Retain + Upsell
PSN-02395,0.0866566499382974,Low,0.0,Low Risk,0,0,Monitor
PSN-02396,0.639597555971495,High,0.0,Low Risk,0,1,Upsell
PSN-02397,0.8665347406054535,Very High,0.0,Low Risk,0,1,Upsell
PSN-02398,0.27622670829971946,Medium,0.0,Low Risk,0,0,Monitor
PSN-02399,0.2676218143327151,Medium,0.0,Low Risk,0,0,Monitor
PSN-02400,0.033685939393559065,Low,0.0,Low Risk,0,0,Monitor
PSN-02401,0.02013335824294706,Low,0.9982023208069654,Critical,1,0,Retain
PSN-02402,0.04039828964341254,Low,0.0,Low Risk,0,0,Monitor
PSN-02403,0.014197121143386763,Low,5.741431937695746e-05,Low Risk,0,0,Monitor
PSN-02404,0.020526742082564924,Low,0.0,Low Risk,0,0,Monitor
PSN-02405,0.6689580395933671,Very High,1.1070181893507218e-05,Low Risk,0,1,Upsell
PSN-02406,0.0723203394221006,Low,0.0,Low Risk,0,0,Monitor
PSN-02407,0.01417889019805247,Low,0.9698291788366998,Critical,1,0,Retain
PSN-02408,0.2931014816840339,Medium,1.8778655123112123e-05,Low Risk,0,0,Monitor
PSN-02409,0.16380439340571218,Medium,2.5852735479153043e-05,Low Risk,0,0,Monitor
PSN-02410,0.10671970020342351,Low,0.0,Low Risk,0,0,Monitor
PSN-02411,0.2760847862471693,Medium,1.4585022313772127e-05,Low Risk,0,0,Monitor
PSN-02412,0.13699278558740766,Low,0.0,Low Risk,0,0,Monitor
PSN-02413,0.07719300709497877,Low,0.0,Low Risk,0,0,Monitor
PSN-02414,0.15614308419869133,Medium,2.996118863882183e-05,Low Risk,0,0,Monitor
PSN-02415,0.7651622891222065,Very High,0.0,Low Risk,0,1,Upsell
PSN-02416,0.8475925581497854,Very High,0.0,Low Risk,0,1,Upsell
PSN-02417,0.08579288020494721,Low,0.0,Low Risk,0,0,Monitor
PSN-02418,0.9311562892199583,Very High,9.533680146474882e-06,Low Risk,0,1,Upsell
PSN-02419,0.11878987668475018,Low,1.0564115603873322e-05,Low Risk,0,0,Monitor
PSN-02420,0.8003388673883555,Very High,1.0835028502317984e-05,Low Risk,0,1,Upsell
PSN-02421,0.3602582998712732,Medium,1.6621995331122564e-05,Low Risk,0,0,Monitor
PSN-02422,0.011602256367039866,Low,0.4214702091228154,High Risk,1,0,Retain
PSN-02423,0.486324728192097,High,5.812420742132805e-06,Low Risk,0,1,Upsell
PSN-02424,0.01623156545632167,Low,0.0,Low Risk,0,0,Monitor
PSN-02425,0.029159354345743925,Low,0.0,Low Risk,0,0,Monitor
PSN-02426,0.9354842216640898,Very High,2.15186290037623e-06,Low Risk,0,1,Upsell
PSN-02427,0.010773368933995383,Low,0.9633021896722206,Critical,1,0,Retain
PSN-02428,0.07797489840544602,Low,5.4318746134384375e-06,Low Risk,0,0,Monitor
PSN-02429,0.03378499457028788,Low,0.0002555875089257,Low Risk,0,0,Monitor
PSN-02430,0.03538095124855653,Low,0.9998570241773526,Critical,1,0,Retain
PSN-02431,0.0663045084265886,Low,1.5260282868678753e-05,Low Risk,0,0,Monitor
PSN-02432,0.12483296225848074,Low,5.655018369145562e-06,Low Risk,0,0,Monitor
PSN-02433,0.9417466310073225,Very High,5.032377414749048e-06,Low Risk,0,1,Upsell
PSN-02434,0.03591955038658084,Low,2.9493954032186368e-05,Low Risk,0,0,Monitor
PSN-02435,0.11347852140695505,Low,0.9999802111807125,Critical,1,0,Retain
PSN-02436,0.14753028868749782,Low,1.5382160952020046e-05,Low Risk,0,0,Monitor
PSN-02437,0.04682415442314417,Low,1.158098619941606e-05,Low Risk,0,0,Monitor
PSN-02438,0.028429170669512057,Low,3.052297618557235e-06,Low Risk,0,0,Monitor
PSN-02439,0.014072343732683814,Low,0.9371913292249552,Critical,1,0,Retain
PSN-02440,0.44907238090291995,High,0.0,Low Risk,0,1,Upsell
PSN-02441,0.4869908942827254,High,0.0,Low Risk,0,1,Upsell
PSN-02442,0.8095716903774707,Very High,0.0,Low Risk,0,1,Upsell
PSN-02443,0.13439732501871016,Low,1.1066537274910494e-05,Low Risk,0,0,Monitor
PSN-02444,0.34393181260183403,Medium,3.16014087282646e-05,Low Risk,0,0,Monitor
PSN-02445,0.20807097547104156,Medium,2.8887565835034873e-06,Low Risk,0,0,Monitor
PSN-02446,0.9538456977574117,Very High,8.07536837647017e-06,Low Risk,0,1,Upsell
PSN-02447,0.2164984232756855,Medium,7.476678791688053e-06,Low Risk,0,0,Monitor
PSN-02448,0.3844116841155404,Medium,0.0,Low Risk,0,0,Monitor
PSN-02449,0.19030068788226281,Medium,0.0,Low Risk,0,0,Monitor
PSN-02450,0.12114157696293902,Low,1.017004621751517e-05,Low Risk,0,0,Monitor
PSN-02451,0.03212593969299751,Low,1.817796141476119e-05,Low Risk,0,0,Monitor
PSN-02452,0.16832525610390417,Medium,3.1979158263086054e-05,Low Risk,0,0,Monitor
PSN-02453,0.040065591868488244,Low,0.0,Low Risk,0,0,Monitor
PSN-02454,0.15918354114141534,Medium,8.845766135942223e-06,Low Risk,0,0,Monitor
PSN-02455,0.17170224317586355,Medium,1.2829501803066903e-05,Low Risk,0,0,Monitor
PSN-02456,0.28201700796983536,Medium,0.0,Low Risk,0,0,Monitor
PSN-02457,0.8787804801652213,Very High,5.000642607656342e-07,Low Risk,0,1,Upsell
PSN-02458,0.8664699638562804,Very High,7.595773602577691e-06,Low Risk,0,1,Upsell
PSN-02459,0.11370710043001414,Low,1.225781913982834e-05,Low Risk,0,0,Monitor
PSN-02460,0.013279142500298671,Low,0.94620317685543,Critical,1,0,Retain
PSN-02461,0.571237939946977,High,5.532881479792755e-06,Low Risk,0,1,Upsell
PSN-02462,0.6918532553516611,Very High,0.9998553490280264,Critical,1,1,Retain + Upsell
PSN-02463,0.4752358135763879,High,0.0,Low Risk,0,1,Upsell
PSN-02464,0.7708317133063222,Very High,1.1220465350538735e-05,Low Risk,0,1,Upsell
PSN-02465,0.03651715367030811,Low,8.971869616676413e-06,Low Risk,0,0,Monitor
PSN-02466,0.03876523000000366,Low,1.727192664943636e-06,Low Risk,0,0,Monitor
PSN-02467,0.09884374890784103,Low,1.5206660547087634e-05,Low Risk,0,0,Monitor
PSN-02468,0.1442850596793889,Low,3.099926703649569e-05,Low Risk,0,0,Monitor
PSN-02469,0.14302086816243037,Low,0.0,Low Risk,0,0,Monitor
PSN-02470,0.1127918106851039,Low,0.0,Low Risk,0,0,Monitor
PSN-02471,0.01190647832649453,Low,0.0,Low Risk,0,0,Monitor
PSN-02472,0.034462536128859744,Low,3.267792794924486e-05,Low Risk,0,0,Monitor
PSN-02473,0.1583243838613963,Medium,0.0,Low Risk,0,0,Monitor
PSN-02474,0.22510708506050767,Medium,6.668783691347613e-06,Low Risk,0,0,Monitor
PSN-02475,0.9105772337218943,Very High,6.87031254091653e-06,Low Risk,0,1,Upsell
PSN-02476,0.9076258803048142,Very High,0.0,Low Risk,0,1,Upsell
PSN-02477,0.5870364109507531,High,0.0,Low Risk,0,1,Upsell
PSN-02478,0.35441161735107657,Medium,5.966042478561642e-06,Low Risk,0,0,Monitor
PSN-02479,0.15195232875918935,Medium,4.455162438456114e-05,Low Risk,0,0,Monitor
PSN-02480,0.0687572106099168,Low,0.0,Low Risk,0,0,Monitor
PSN-02481,0.5930928721366545,High,0.0,Low Risk,0,1,Upsell
PSN-02482,0.3407786431429648,Medium,0.0,Low Risk,0,0,Monitor
PSN-02483,0.2491107251366464,Medium,1.9580006539440473e-05,Low Risk,0,0,Monitor
PSN-02484,0.03516736941967386,Low,0.0,Low Risk,0,0,Monitor
PSN-02485,0.09877948711405436,Low,0.999883557812654,Critical,1,0,Retain
PSN-02486,0.05585331704922639,Low,1.5354985443692494e-05,Low Risk,0,0,Monitor
PSN-02487,0.06683902162284452,Low,3.2168921539161374e-05,Low Risk,0,0,Monitor
PSN-02488,0.8277776480155014,Very High,1.881733334818777e-05,Low Risk,0,1,Upsell
PSN-02489,0.26308799297511953,Medium,1.280499931473173e-05,Low Risk,0,0,Monitor
PSN-02490,0.6351230524713011,High,1.3874425361142188e-05,Low Risk,0,1,Upsell
PSN-02491,0.12638287883424218,Low,1.6963111460908476e-05,Low Risk,0,0,Monitor
PSN-02492,0.9110650883973458,Very High,8.50884989068198e-06,Low Risk,0,1,Upsell
PSN-02493,0.015968943651352877,Low,0.999832373591554,Critical,1,0,Retain
PSN-02494,0.013013799494460958,Low,0.984402538973027,Critical,1,0,Retain
PSN-02495,0.11984493986111307,Low,8.928611877308722e-06,Low Risk,0,0,Monitor
PSN-02496,0.23326743829681867,Medium,7.570017759354016e-06,Low Risk,0,0,Monitor
PSN-02497,0.16189624188994328,Medium,0.9999534156670922,Critical,1,0,Retain
PSN-02498,0.01940509761299607,Low,1.7873461937698992e-05,Low Risk,0,0,Monitor
PSN-02499,0.1600091939652484,Medium,0.9998776459199646,Critical,1,0,Retain
PSN-02500,0.33722303283679683,Medium,1.0041744647758283e-05,Low Risk,0,0,Monitor
PSN-02501,0.04851070426029205,Low,0.0,Low Risk,0,0,Monitor
PSN-02502,0.2979062113327322,Medium,3.098160970945239e-05,Low Risk,0,0,Monitor
PSN-02503,0.03548810312135701,Low,0.0,Low Risk,0,0,Monitor
PSN-02504,0.8957457486721457,Very High,1.5193540003549704e-05,Low Risk,0,1,Upsell
